variable,test statistic,p.value,response,response1,response2,samples,runtime,method,false.negative.01,false.negative.03,false.negative.05,false.negative.07,false.negative.1,false.positive.01,false.positive.03,false.positive.05,false.positive.07,false.positive.1
Noise,1.0099704402812297,0.464,UU,U,U,225,0.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9397798801307876,0.508,UU,U,U,225,0.5,dbrda,0,0,0,0,0,0,0,0,0,0
env1,20.87994083434006,0.001,UU,U,U,225,0.41999999999999993,dbrda,0,0,0,0,0,0,0,0,0,0
env2,21.2827848091329,0.001,UU,U,U,225,0.41999999999999993,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4048974019794909,0.127,UU,U,U,225,0.41999999999999993,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9266445222146951,0.547,UU,U,U,225,0.41999999999999993,dbrda,0,0,0,0,0,0,0,0,0,0
env1,21.489235880948012,0.001,UU,U,U,225,0.47000000000000064,dbrda,0,0,0,0,0,0,0,0,0,0
env2,20.490935427233474,0.001,UU,U,U,225,0.47000000000000064,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.5259123602992941,0.068,UU,U,U,225,0.47000000000000064,dbrda,0,0,0,0,0,0,0,0,1,1
Noise,1.2692173936041449,0.179,UU,U,U,225,0.47000000000000064,dbrda,0,0,0,0,0,0,0,0,0,0
env1,21.23420491604869,0.001,UU,U,U,225,0.4299999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
env2,20.99510385065083,0.001,UU,U,U,225,0.4299999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7252351598061443,0.798,UU,U,U,225,0.4299999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1305769987499863,0.296,UU,U,U,225,0.4299999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
env1,21.350772471844383,0.001,UU,U,U,225,0.4400000000000013,dbrda,0,0,0,0,0,0,0,0,0,0
env2,21.26234366850087,0.001,UU,U,U,225,0.4400000000000013,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1199029878710927,0.318,UU,U,U,225,0.4400000000000013,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2573077907276968,0.195,UU,U,U,225,0.4400000000000013,dbrda,0,0,0,0,0,0,0,0,0,0
env1,39.48278595670484,0.001,UU,U,U,400,1.8500000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
env2,39.4477220840401,0.001,UU,U,U,400,1.8500000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2665280962858985,0.223,UU,U,U,400,1.8500000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.3552763922617834,0.145,UU,U,U,400,1.8500000000000014,dbrda,0,0,0,0,0,0,0,0,0,0
env1,39.46680121952868,0.001,UU,U,U,400,1.5799999999999983,dbrda,0,0,0,0,0,0,0,0,0,0
env2,38.829726841744865,0.001,UU,U,U,400,1.5799999999999983,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9542185354981285,0.506,UU,U,U,400,1.5799999999999983,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7823379725474838,0.729,UU,U,U,400,1.5799999999999983,dbrda,0,0,0,0,0,0,0,0,0,0
env1,39.50261554467295,0.001,UU,U,U,400,1.6400000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
env2,39.51490293873701,0.001,UU,U,U,400,1.6400000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1329765203422801,0.32,UU,U,U,400,1.6400000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7840432428931463,0.707,UU,U,U,400,1.6400000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
env1,39.43516978605006,0.001,UU,U,U,400,1.7300000000000004,dbrda,0,0,0,0,0,0,0,0,0,0
env2,39.5090143946832,0.001,UU,U,U,400,1.7300000000000004,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0127195626992753,0.441,UU,U,U,400,1.7300000000000004,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7104900127248734,0.798,UU,U,U,400,1.7300000000000004,dbrda,0,0,0,0,0,0,0,0,0,0
env1,39.17344694684394,0.001,UU,U,U,400,1.6099999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
env2,39.57690126453204,0.001,UU,U,U,400,1.6099999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0761543693915272,0.336,UU,U,U,400,1.6099999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6569519054024481,0.822,UU,U,U,400,1.6099999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
env1,63.98326080060765,0.001,UU,U,U,625,5.469999999999999,dbrda,0,0,0,0,0,0,0,0,0,0
env2,63.53471660798922,0.001,UU,U,U,625,5.469999999999999,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7687695065117901,0.686,UU,U,U,625,5.469999999999999,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7145476010889025,0.78,UU,U,U,625,5.469999999999999,dbrda,0,0,0,0,0,0,0,0,0,0
env1,63.995858480902186,0.001,UU,U,U,625,7.259999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
env2,63.66253440034244,0.001,UU,U,U,625,7.259999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5881604053379204,0.894,UU,U,U,625,7.259999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.172552421491999,0.268,UU,U,U,625,7.259999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
env1,63.474598922077284,0.001,UU,U,U,625,5.560000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env2,64.1008979314373,0.001,UU,U,U,625,5.560000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8216252468579319,0.651,UU,U,U,625,5.560000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1882964921220869,0.269,UU,U,U,625,5.560000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env1,62.888318012558216,0.001,UU,U,U,625,6.850000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
env2,64.0993035051952,0.001,UU,U,U,625,6.850000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7322360555138409,0.796,UU,U,U,625,6.850000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1631337608795278,0.294,UU,U,U,625,6.850000000000001,dbrda,0,0,0,0,0,0,0,0,0,0
env1,63.936152354247966,0.001,UU,U,U,625,6.049999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
env2,64.01710713191952,0.001,UU,U,U,625,6.049999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7033694307094637,0.794,UU,U,U,625,6.049999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0908351453984613,0.347,UU,U,U,625,6.049999999999997,dbrda,0,0,0,0,0,0,0,0,0,0
env1,91.5176631018512,0.001,UU,U,U,900,15.11,dbrda,0,0,0,0,0,0,0,0,0,0
env2,90.85011645394248,0.001,UU,U,U,900,15.11,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9616375192049127,0.497,UU,U,U,900,15.11,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.474146788974652,0.093,UU,U,U,900,15.11,dbrda,0,0,0,0,0,0,0,0,0,1
env1,91.03427311932207,0.001,UU,U,U,900,15.379999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
env2,91.39449212938145,0.001,UU,U,U,900,15.379999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8803328781243993,0.579,UU,U,U,900,15.379999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1212240512320546,0.32,UU,U,U,900,15.379999999999995,dbrda,0,0,0,0,0,0,0,0,0,0
env1,91.33253074378943,0.001,UU,U,U,900,14.900000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
env2,91.37663814536296,0.001,UU,U,U,900,14.900000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7773845842179927,0.712,UU,U,U,900,14.900000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.3388369638179927,0.18,UU,U,U,900,14.900000000000006,dbrda,0,0,0,0,0,0,0,0,0,0
env1,91.37486658707174,0.001,UU,U,U,900,14.700000000000017,dbrda,0,0,0,0,0,0,0,0,0,0
env2,91.43137653466091,0.001,UU,U,U,900,14.700000000000017,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5552924206597156,0.936,UU,U,U,900,14.700000000000017,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.3375571831367978,0.153,UU,U,U,900,14.700000000000017,dbrda,0,0,0,0,0,0,0,0,0,0
env1,91.32401279795828,0.001,UU,U,U,900,14.189999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
env2,91.51730327633098,0.001,UU,U,U,900,14.189999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8298183892093164,0.634,UU,U,U,900,14.189999999999998,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.9216398014513991,0.016,UU,U,U,900,14.189999999999998,dbrda,0,0,0,0,0,0,1,1,1,1
env1,5.465239109104163,0.001,UL,U,L,25,0.11000000000001364,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.8329000428437676,0.055,UL,U,L,25,0.11000000000001364,dbrda,1,1,1,0,0,0,0,0,0,0
Noise,1.6711242764129934,0.059,UL,U,L,25,0.11000000000001364,dbrda,0,0,0,0,0,0,0,0,1,1
Noise,1.292415294375426,0.22,UL,U,L,25,0.11000000000001364,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.1811532372290525,0.001,UL,U,L,25,0.03999999999999204,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.7668814385206686,0.063,UL,U,L,25,0.03999999999999204,dbrda,1,1,1,0,0,0,0,0,0,0
Noise,1.0471362929551853,0.36,UL,U,L,25,0.03999999999999204,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5366049416182801,0.903,UL,U,L,25,0.03999999999999204,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.187932661262591,0.001,UL,U,L,25,0.05000000000001137,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.8598801538487968,0.053,UL,U,L,25,0.05000000000001137,dbrda,1,1,1,0,0,0,0,0,0,0
Noise,1.6031041771860695,0.106,UL,U,L,25,0.05000000000001137,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7039662402571828,0.756,UL,U,L,25,0.05000000000001137,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.071637972447181,0.001,UL,U,L,25,0.09000000000000341,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.7126904974621031,0.077,UL,U,L,25,0.09000000000000341,dbrda,1,1,1,1,0,0,0,0,0,0
Noise,0.6992638767323163,0.772,UL,U,L,25,0.09000000000000341,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9314115419059888,0.507,UL,U,L,25,0.09000000000000341,dbrda,0,0,0,0,0,0,0,0,0,0
env1,6.064622824880639,0.001,UL,U,L,25,0.07999999999998408,dbrda,0,0,0,0,0,0,0,0,0,0
env2,2.0791778440214155,0.025,UL,U,L,25,0.07999999999998408,dbrda,1,0,0,0,0,0,0,0,0,0
Noise,2.440661368467802,0.008,UL,U,L,25,0.07999999999998408,dbrda,0,0,0,0,0,1,1,1,1,1
Noise,2.049562420228172,0.022,UL,U,L,25,0.07999999999998408,dbrda,0,0,0,0,0,0,1,1,1,1
env1,29.723462950913742,0.001,UL,U,L,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.350301385473494,0.001,UL,U,L,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1353380526087424,0.331,UL,U,L,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6159939670792958,0.77,UL,U,L,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env1,27.597076164090918,0.001,UL,U,L,100,0.09999999999999432,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.384621660201978,0.001,UL,U,L,100,0.09999999999999432,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.6256449458359223,0.094,UL,U,L,100,0.09999999999999432,dbrda,0,0,0,0,0,0,0,0,0,1
Noise,0.7181675007220659,0.67,UL,U,L,100,0.09999999999999432,dbrda,0,0,0,0,0,0,0,0,0,0
env1,29.229871776483726,0.001,UL,U,L,100,0.18999999999999773,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.255277534891289,0.001,UL,U,L,100,0.18999999999999773,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5094037449188507,0.872,UL,U,L,100,0.18999999999999773,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.4116179425838159,0.943,UL,U,L,100,0.18999999999999773,dbrda,0,0,0,0,0,0,0,0,0,0
env1,30.82876579026999,0.001,UL,U,L,100,0.14000000000001478,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.6068911479102,0.001,UL,U,L,100,0.14000000000001478,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.156850274624466,0.293,UL,U,L,100,0.14000000000001478,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,2.5031915991112093,0.015,UL,U,L,100,0.14000000000001478,dbrda,0,0,0,0,0,0,1,1,1,1
env1,26.331409713387437,0.001,UL,U,L,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.442933320413872,0.001,UL,U,L,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.6228097207504473,0.096,UL,U,L,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,1
Noise,1.058919152220134,0.353,UL,U,L,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env1,74.17624210346989,0.001,UL,U,L,225,0.46000000000000796,dbrda,0,0,0,0,0,0,0,0,0,0
env2,15.104755621963667,0.001,UL,U,L,225,0.46000000000000796,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.885545198552354,0.501,UL,U,L,225,0.46000000000000796,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5862792271130732,0.804,UL,U,L,225,0.46000000000000796,dbrda,0,0,0,0,0,0,0,0,0,0
env1,72.70770419030096,0.001,UL,U,L,225,0.47999999999998977,dbrda,0,0,0,0,0,0,0,0,0,0
env2,15.066877243140551,0.001,UL,U,L,225,0.47999999999998977,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5770457653266607,0.789,UL,U,L,225,0.47999999999998977,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4663565922097714,0.171,UL,U,L,225,0.47999999999998977,dbrda,0,0,0,0,0,0,0,0,0,0
env1,74.71473117319708,0.001,UL,U,L,225,0.46999999999999886,dbrda,0,0,0,0,0,0,0,0,0,0
env2,15.073309484296741,0.001,UL,U,L,225,0.46999999999999886,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.6184037333107664,0.129,UL,U,L,225,0.46999999999999886,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1756222396348206,0.275,UL,U,L,225,0.46999999999999886,dbrda,0,0,0,0,0,0,0,0,0,0
env1,74.72497819948211,0.001,UL,U,L,225,0.46000000000000796,dbrda,0,0,0,0,0,0,0,0,0,0
env2,15.02053854375446,0.001,UL,U,L,225,0.46000000000000796,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8721033424777851,0.493,UL,U,L,225,0.46000000000000796,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.739937649774062,0.088,UL,U,L,225,0.46000000000000796,dbrda,0,0,0,0,0,0,0,0,0,1
env1,74.89150380105767,0.001,UL,U,L,225,0.4900000000000091,dbrda,0,0,0,0,0,0,0,0,0,0
env2,15.141206024558334,0.001,UL,U,L,225,0.4900000000000091,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1084293303468986,0.323,UL,U,L,225,0.4900000000000091,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2707403288625891,0.257,UL,U,L,225,0.4900000000000091,dbrda,0,0,0,0,0,0,0,0,0,0
env1,136.62020065109036,0.001,UL,U,L,400,1.5,dbrda,0,0,0,0,0,0,0,0,0,0
env2,27.34025340256569,0.001,UL,U,L,400,1.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9871260123573588,0.426,UL,U,L,400,1.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6885453053166032,0.686,UL,U,L,400,1.5,dbrda,0,0,0,0,0,0,0,0,0,0
env1,137.5668444578557,0.001,UL,U,L,400,1.4199999999999875,dbrda,0,0,0,0,0,0,0,0,0,0
env2,27.222945055395645,0.001,UL,U,L,400,1.4199999999999875,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8257855886935699,0.521,UL,U,L,400,1.4199999999999875,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.885423195934939,0.077,UL,U,L,400,1.4199999999999875,dbrda,0,0,0,0,0,0,0,0,0,1
env1,137.1043481863197,0.001,UL,U,L,400,1.420000000000016,dbrda,0,0,0,0,0,0,0,0,0,0
env2,27.36106793819559,0.001,UL,U,L,400,1.420000000000016,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.43685265091649195,0.9,UL,U,L,400,1.420000000000016,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5600306973953465,0.807,UL,U,L,400,1.420000000000016,dbrda,0,0,0,0,0,0,0,0,0,0
env1,136.8556430657482,0.001,UL,U,L,400,1.5900000000000034,dbrda,0,0,0,0,0,0,0,0,0,0
env2,27.540106102953775,0.001,UL,U,L,400,1.5900000000000034,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0790759462551316,0.361,UL,U,L,400,1.5900000000000034,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4103665777070165,0.202,UL,U,L,400,1.5900000000000034,dbrda,0,0,0,0,0,0,0,0,0,0
env1,135.8898450192456,0.001,UL,U,L,400,1.5,dbrda,0,0,0,0,0,0,0,0,0,0
env2,27.521151978053183,0.001,UL,U,L,400,1.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2728693680143093,0.209,UL,U,L,400,1.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7981993381389143,0.55,UL,U,L,400,1.5,dbrda,0,0,0,0,0,0,0,0,0,0
env1,220.02641476631774,0.001,UL,U,L,625,5.599999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
env2,43.04813886230809,0.001,UL,U,L,625,5.599999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.6215514052453281,0.124,UL,U,L,625,5.599999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0206838318493259,0.379,UL,U,L,625,5.599999999999994,dbrda,0,0,0,0,0,0,0,0,0,0
env1,218.8851453092452,0.001,UL,U,L,625,5.2099999999999795,dbrda,0,0,0,0,0,0,0,0,0,0
env2,43.13546496425564,0.001,UL,U,L,625,5.2099999999999795,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.766071327505055,0.608,UL,U,L,625,5.2099999999999795,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.41096531921598223,0.92,UL,U,L,625,5.2099999999999795,dbrda,0,0,0,0,0,0,0,0,0,0
env1,217.77574674239378,0.001,UL,U,L,625,5.1299999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
env2,43.517437650936095,0.001,UL,U,L,625,5.1299999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.5449777194631383,0.779,UL,U,L,625,5.1299999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.482907993343503,0.168,UL,U,L,625,5.1299999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
env1,216.96121820611233,0.001,UL,U,L,625,5.3799999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
env2,43.55857422107257,0.001,UL,U,L,625,5.3799999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.5644399501003878,0.133,UL,U,L,625,5.3799999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1785563746457792,0.268,UL,U,L,625,5.3799999999999955,dbrda,0,0,0,0,0,0,0,0,0,0
env1,219.77011248465584,0.001,UL,U,L,625,4.980000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
env2,43.35684214820881,0.001,UL,U,L,625,4.980000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.005845643442274,0.399,UL,U,L,625,4.980000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4475275698992163,0.183,UL,U,L,625,4.980000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
env1,324.21365314165996,0.001,UL,U,L,900,15.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
env2,63.25834581419322,0.001,UL,U,L,900,15.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7550513101425157,0.62,UL,U,L,900,15.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.6145199096685262,0.712,UL,U,L,900,15.480000000000018,dbrda,0,0,0,0,0,0,0,0,0,0
env1,323.49511309153,0.001,UL,U,L,900,14.999999999999972,dbrda,0,0,0,0,0,0,0,0,0,0
env2,63.30927654607833,0.001,UL,U,L,900,14.999999999999972,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9799193488665484,0.401,UL,U,L,900,14.999999999999972,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.9341136294204058,0.069,UL,U,L,900,14.999999999999972,dbrda,0,0,0,0,0,0,0,0,1,1
env1,324.078672625448,0.001,UL,U,L,900,15.310000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env2,63.66003435978777,0.001,UL,U,L,900,15.310000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8165001697071227,0.587,UL,U,L,900,15.310000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7658190540455916,0.603,UL,U,L,900,15.310000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env1,324.31316099875426,0.001,UL,U,L,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
env2,63.67272576577205,0.001,UL,U,L,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.590261139562877,0.782,UL,U,L,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.3721691357210881,0.198,UL,U,L,900,15.5,dbrda,0,0,0,0,0,0,0,0,0,0
env1,324.12225107590456,0.001,UL,U,L,900,14.29000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env2,63.72051915322881,0.001,UL,U,L,900,14.29000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2168822693766888,0.258,UL,U,L,900,14.29000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.261955234385184,0.234,UL,U,L,900,14.29000000000002,dbrda,0,0,0,0,0,0,0,0,0,0
env1,1.565662758149564,0.001,UB,U,B,25,0.07999999999998408,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.5971703445645686,0.001,UB,U,B,25,0.07999999999998408,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1414951590708515,0.19,UB,U,B,25,0.07999999999998408,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1327981746600266,0.19,UB,U,B,25,0.07999999999998408,dbrda,0,0,0,0,0,0,0,0,0,0
env1,1.511542090623973,0.001,UB,U,B,25,0.049999999999954525,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.5651368706210234,0.001,UB,U,B,25,0.049999999999954525,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.4030552490656691,0.01,UB,U,B,25,0.049999999999954525,dbrda,0,0,0,0,0,0,1,1,1,1
Noise,0.9344084255648639,0.63,UB,U,B,25,0.049999999999954525,dbrda,0,0,0,0,0,0,0,0,0,0
env1,1.5131387430234673,0.003,UB,U,B,25,0.060000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.5791220466021554,0.001,UB,U,B,25,0.060000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.224020831936862,0.108,UB,U,B,25,0.060000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.045392154229338,0.383,UB,U,B,25,0.060000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
env1,1.4810405934814288,0.004,UB,U,B,25,0.03000000000002956,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.6327733900264811,0.001,UB,U,B,25,0.03000000000002956,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9826847732407474,0.537,UB,U,B,25,0.03000000000002956,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1268036016062506,0.266,UB,U,B,25,0.03000000000002956,dbrda,0,0,0,0,0,0,0,0,0,0
env1,1.5499358523503572,0.001,UB,U,B,25,0.060000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
env2,1.6395692246970819,0.001,UB,U,B,25,0.060000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0717976338065873,0.303,UB,U,B,25,0.060000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.0674299513008785,0.332,UB,U,B,25,0.060000000000002274,dbrda,0,0,0,0,0,0,0,0,0,0
env1,6.412292529497472,0.001,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.034500735396993,0.001,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.3582718616112606,0.105,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.8104576397124927,0.741,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.806233836341782,0.001,UB,U,B,100,0.1500000000000341,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.188945674116187,0.001,UB,U,B,100,0.1500000000000341,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7707655759489156,0.76,UB,U,B,100,0.1500000000000341,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7414394940607503,0.833,UB,U,B,100,0.1500000000000341,dbrda,0,0,0,0,0,0,0,0,0,0
env1,6.256530808118207,0.001,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.102527500550104,0.001,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.9888871979102096,0.479,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,0.7360624096472843,0.827,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env1,6.478186735310599,0.001,UB,U,B,100,0.11000000000001364,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.259510849086349,0.001,UB,U,B,100,0.11000000000001364,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.109937330041385,0.292,UB,U,B,100,0.11000000000001364,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1157975882329458,0.289,UB,U,B,100,0.11000000000001364,dbrda,0,0,0,0,0,0,0,0,0,0
env1,5.846180657818843,0.001,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
env2,6.04451266319339,0.001,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.2210010168319592,0.182,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
Noise,1.1869272067558478,0.225,UB,U,B,100,0.13999999999998636,dbrda,0,0,0,0,0,0,0,0,0,0
